exam_year,season,question_no,answer,main_category,sub_category,keyword,question_theme,trap_point,learning_type,priority,pm_relevance,source_file
2013,spring,15,ア,マルウェア・ランサムウェア・標的型攻撃,ウイルス,ウイルス,"ダウンローダ型ウイルスが内部ネットワークのPCに感染した場合に,インターネット経由で他のウイルス",ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2013,spring,16,ア,メールセキュリティ,DKIM,DKIM,スパムメールの対策であるDKIM(DomainKeysIdentifiedMail)の説明はどれ,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2013,spring,17,ア,認証・認可・SAML・OAuth,アクセス制御,アクセス制御,IEEE802.11aやIEEE802.11bで採用されているアクセス制御方式はどれか。,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2013,spring,18,イ,ネットワーク,IPv6,IPv6,IPv6グローバルユニキャストアドレスはどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,spring,19,ウ,ネットワーク,TCP,TCP,"TCPのフロー制御に関する記述のうち,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,spring,20,イ,メールセキュリティ,電子メール,電子メール,"電子メールが配送される途中に経由したMTAのIPアドレスや時刻などの経由情報を,MTAが付加する",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2013,spring,21,イ,データベース,データベース,データベース,関係データベースのビューを利用する目的はどれか。,NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,sc_kakomon.json
2013,spring,22,イ,開発技術・サービスマネジメント,DFD,DFD,"既存システムを基に,新システムのモデル化を行う場合のDFD作成の手順として,適切なものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2013,spring,23,ウ,開発技術・サービスマネジメント,SOA,SOA,SOA(ServiceOrientedArchitecture)でサービスを設計する際の注意点の,テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2013,spring,24,ウ,開発技術・サービスマネジメント,フェールソフト,フェールソフト,"情報システムの設計のうち,フェールソフトの例はどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2013,spring,25,エ,ISMS・リスク管理・監査・法制度,監査,監査,"新システムへの移行に関するシステム監査で確認した状況のうち,指摘事項に該当するものはどれか。",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2013,autumn,1,エ,マルウェア・ランサムウェア・標的型攻撃,RLO,RLO,RLO(Right-to-LeftOverride)を利用した手口の説明はどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2013,autumn,2,ア,暗号・ハッシュ・電子署名,デジタル署名,デジタル署名,XMLデジタル署名の特徴はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2013,autumn,3,イ,暗号・ハッシュ・電子署名,暗号,暗号,"共通鍵暗号方式で,100人の送受信者のそれぞれが,相互に暗号化通信を行うときに必要な共通鍵の総数",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2013,autumn,4,イ,ネットワーク,無線LAN,無線LAN,無線LANにおけるWPA2の特徴はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,autumn,5,ウ,セキュア開発・脆弱性管理・CVE・CVSS,CVE,CVE,JVN(JapanVulnerabilityNotes)などの脆弱性対策ポータルサイトで採用され,CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,sc_kakomon.json
2013,autumn,6,ア,暗号・ハッシュ・電子署名,サイドチャネル,サイドチャネル,"サイドチャネル攻撃の手法であるタイミング攻撃の対策として,最も適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2013,autumn,7,ア,暗号・ハッシュ・電子署名,テンペスト,テンペスト,"テンペスト技術の説明とその対策として,適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2013,autumn,8,ア,ネットワーク,ファイアウォール,ファイアウォール,DMZ上のコンピュータがインターネットからのpingに応答しないようにファイアウォールのルールを,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,autumn,9,ア,暗号・ハッシュ・電子署名,暗号,暗号,"共通鍵暗号の鍵を見つけ出す,ブルートフォース攻撃に該当するものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2013,autumn,10,エ,DoS/DDoS・ボットネット,ボット,ボット,"利用者PCがボットに感染しているかどうかをhostsファイルで確認するとき,設定内容が改ざんされ",直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,sc_kakomon.json
2013,autumn,11,エ,マルウェア・ランサムウェア・標的型攻撃,ルートキット,ルートキット,ルートキット(rootkit)を説明したものはどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2013,autumn,12,ウ,メールセキュリティ,SPF,SPF,"送信元を詐称した電子メールを拒否するために,SPF(SenderPolicyFramework)",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2013,autumn,13,エ,メールセキュリティ,迷惑メール,迷惑メール,迷惑メールの検知手法であるベイジアンフィルタリングの説明はどれか。,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2013,autumn,14,ア,ネットワーク,DNS,DNS,DNSの再帰的な問合せを使ったサービス不能攻撃(DNSamp)の踏み台にされることを防止する対策,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,autumn,15,ウ,Web脆弱性,SQLインジェクション,SQLインジェクション,"SQLインジェクション対策について,Webアプリケーションの実装における対策とWebアプリケーシ",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2013,autumn,16,エ,Web脆弱性,ディレクトリトラバーサル,ディレクトリトラバーサル,ディレクトリトラバーサル攻撃はどれか。,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2013,autumn,17,ア,ネットワーク,LAN,LAN,"LANの制御方式に関する記述のうち,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,autumn,18,エ,ネットワーク,スイッチングハブ,スイッチングハブ,"コンピュータとスイッチングハブ(レイヤー2スイッチ)の間,又は2台のスイッチングハブの間を接続す",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2013,autumn,19,ア,メールセキュリティ,電子メール,電子メール,"電子メールシステムにおいて,利用者端末がサーバから電子メールを受信するために使用するプロトコルで",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2013,autumn,20,エ,メールセキュリティ,サブミッションポート,サブミッションポート,"TCPのサブミッションポート(ポート番号587)の説明として,適切なものはどれか。",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2013,autumn,21,ウ,データベース,データベース,データベース,"分散データベースシステムにおける""分割に対する透過性""を説明したものはどれか。",NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,sc_kakomon.json
2013,autumn,22,ア,開発技術・サービスマネジメント,信頼性,信頼性,"安全性と信頼性について,次の方針でプログラム設計を行う場合,その方針を表す用語はどれか。""不特定",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2013,autumn,23,イ,開発技術・サービスマネジメント,開発モデル,開発モデル,"表は,システムへの要求の明確さに応じた開発方針と,開発方針に適した開発モデルの組である。a~cに",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2013,autumn,24,ウ,開発技術・サービスマネジメント,サービスマネジメント,サービスマネジメント,ITサービスマネジメントの問題管理プロセスにおけるプロアクティブな活動はどれか。,テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2013,autumn,25,イ,ISMS・リスク管理・監査・法制度,監査,監査,"被監査企業がSaaSをサービス利用契約して業務を実施している場合,被監査企業のシステム監査人がS",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2014,spring,1,イ,認証・認可・SAML・OAuth,認証,認証,特定の認証局が発行したCRL(CertificateRevocationList)に関する記述の,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2014,spring,2,ウ,その他SC午前Ⅱ固有テーマ,一般,,XML署名において署名対象であるオブジェクトの参照を指定する表記形式はどれか。,,memory,C,low,sc_kakomon.json
2014,spring,3,ウ,DoS/DDoS・ボットネット,DoS,DoS,"クラウドサービスにおける,従量課金を利用したEDoS(EconomicDenialofServi",直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,sc_kakomon.json
2014,spring,4,イ,メールセキュリティ,OP25B,OP25B,"スパムメールの対策として,宛先ポート番号25番の通信に対してISPが実施するOP25Bの説明はど",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2014,spring,5,イ,暗号・ハッシュ・電子署名,TPM,TPM,PCに内蔵されるセキュリティチップ(TPM:TrustedPlatformModule)がもつ機,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2014,spring,6,エ,ネットワーク,ファイアウォール,ファイアウォール,ファイアウォールにおけるダイナミックパケットフィルタリングの特徴はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,spring,7,イ,マルウェア・ランサムウェア・標的型攻撃,ウイルス,ウイルス,"ポリモーフィック型ウイルスの説明として,適切なものはどれか。",ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2014,spring,8,イ,DoS/DDoS・ボットネット,ICMPFlood,ICMPFlood,ICMPFlood攻撃に該当するものはどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,sc_kakomon.json
2014,spring,9,エ,ネットワーク,ファイアウォール,ファイアウォール,"ファイアウォールにおいて,自ネットワークのホストへの侵入を防止する対策のうち,IPスプーフィング",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,spring,10,ウ,Web脆弱性,cookie,cookie,WebサーバがHTTPS通信の応答でcookieにSecure属性を設定したときのブラウザの処理,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2014,spring,11,ウ,暗号・ハッシュ・電子署名,テンペスト,テンペスト,テンペスト(TEMPEST)攻撃を説明したものはどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2014,spring,12,ウ,セキュア開発・脆弱性管理・CVE・CVSS,脆弱性検査,脆弱性検査,"脆弱性検査で,対象ホストに対してポートスキャンを行った。対象ポートの状態を判定する方法のうち,適",CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,sc_kakomon.json
2014,spring,13,エ,ネットワーク,無線LAN,無線LAN,"無線LANにおけるセキュリティ対策に関する記述のうち,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,spring,14,エ,セキュア開発・脆弱性管理・CVE・CVSS,CWE,CWE,JVN(JapanVulnerabilityNotes)などの脆弱性対策ポータルサイトで採用され,CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,sc_kakomon.json
2014,spring,15,イ,Web脆弱性,Webアプリケーション,Webアプリケーション,"Webアプリケーションの脆弱性を悪用する攻撃手法のうち,Perlのsystem関数やPHPのex",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2014,spring,16,イ,Web脆弱性,WAF,WAF,WAF(WebApplicationFirewall)のブラックリスト又はホワイトリストの説明の,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2014,spring,17,ア,PKI・証明書・TLS・HTTPS,SSL,SSL,SSLに対するバージョンロールバック攻撃の説明はどれか。,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,sc_kakomon.json
2014,spring,18,エ,ネットワーク,LAN,LAN,"10Mビット/秒のLANで接続された4台のノード(A,B,C,D)のうち,2組(AとB,CとD)",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,spring,19,エ,ネットワーク,VoIP,VoIP,"VoIPにおいて,ユーザーエージェント間のセッションの確立,変更,切断を行うプロトコルはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,spring,20,ア,ネットワーク,VPN,VPN,"インターネットVPNを実現するために用いられる技術であり,ESP(EncapsulatingSe",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,spring,21,エ,データベース,外部キー,外部キー,"関係モデルにおける外部キーに関する記述のうち,適切なものはどれか。",NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,sc_kakomon.json
2014,spring,22,ウ,開発技術・サービスマネジメント,UML,UML,"UML2.0において,オブジェクト間の相互作用を時間の経過に注目して記述するものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2014,spring,23,ウ,開発技術・サービスマネジメント,SOA,SOA,SOA(ServiceOrientedArchitecture)の説明はどれか。,テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2014,spring,24,ウ,ISMS・リスク管理・監査・法制度,リスク,リスク,"システムの改善に向けて提出された4案について,評価項目を設定して採点した結果を,採点結果表に示す",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2014,spring,25,イ,ISMS・リスク管理・監査・法制度,監査,監査,"システム監査報告書に記載された改善勧告に対して,被監査部門から提出された改善計画を経営者がITガ",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2014,autumn,1,ウ,Web脆弱性,CSP,CSP,PKIを構成するOCSPを利用する目的はどれか。,XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2014,autumn,2,エ,暗号・ハッシュ・電子署名,ハッシュ,ハッシュ,"ハッシュ関数の性質の一つである衝突発見困難性に関する記述のうち,適切なものはどれか。",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2014,autumn,3,ア,クラウド・ゼロトラスト・ログ管理・SIEM,クラウド,クラウド,"2011年に経済産業省が公表した""クラウドサービス利用のための情報セキュリティマネジメントガイド",CASB/CSPM/SIEM/SOAR/UEBAの機能の混同,memory,B,middle,sc_kakomon.json
2014,autumn,4,イ,PKI・証明書・TLS・HTTPS,証明書,証明書,"デジタル証明書に関する記述のうち,適切なものはどれか。",CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,sc_kakomon.json
2014,autumn,5,ア,暗号・ハッシュ・電子署名,FIPS140,FIPS140,FIPS140-2を説明したものはどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2014,autumn,6,ウ,ISMS・リスク管理・監査・法制度,CSIRT,CSIRT,"CSIRTの説明として,適切なものはどれか。",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2014,autumn,7,ア,セキュア開発・脆弱性管理・CVE・CVSS,脆弱性,脆弱性,"基本評価基準,現状評価基準,環境評価基準の三つの基準でIT製品のセキュリティ脆弱性の深刻さを評価",CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,sc_kakomon.json
2014,autumn,8,ア,暗号・ハッシュ・電子署名,CRYPTREC,CRYPTREC,CRYPTRECの活動内容はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2014,autumn,9,イ,ネットワーク,DNS,DNS,"DNSキャッシュサーバに対して外部から行われるキャッシュポイズニング攻撃への対策のうち,適切なも",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,autumn,10,ア,認証・認可・SAML・OAuth,認可,認可,"標準化団体OASISが,Webサイト間で認証,属性及び認可の情報を安全に交換するために策定したフ",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2014,autumn,11,エ,認証・認可・SAML・OAuth,認証,認証,"暗号化や認証機能を持ち,遠隔にあるコンピュータを操作する機能をもったものはどれか。",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2014,autumn,12,ア,DoS/DDoS・ボットネット,DoS,DoS,DoS攻撃の一つであるSmurf攻撃の特徴はどれか。,直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,sc_kakomon.json
2014,autumn,13,ア,暗号・ハッシュ・電子署名,サイドチャネル,サイドチャネル,サイドチャネル攻撃の説明はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2014,autumn,14,エ,マルウェア・ランサムウェア・標的型攻撃,フォレンジック,フォレンジック,デジタルフォレンジックスを説明したものはどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2014,autumn,15,ア,メールセキュリティ,DKIM,DKIM,スパムメールへの対策であるDKIM(DomainKeysIdentifiedMail)の説明はど,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2014,autumn,16,ウ,認証・認可・SAML・OAuth,認証,認証,認証にクライアント証明書を用いるプロトコルはどれか。,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2014,autumn,17,ウ,マルウェア・ランサムウェア・標的型攻撃,サンドボックス,サンドボックス,サンドボックスの仕組みについて述べたものはどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2014,autumn,18,エ,ネットワーク,DNS,DNS,"DNSSECに関する記述として,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,autumn,19,エ,認証・認可・SAML・OAuth,認証,認証,"リモートアクセス環境において,認証情報やアカウンティング情報をやり取りするプロトコルはどれか。",認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2014,autumn,20,エ,メールセキュリティ,電子メール,電子メール,"インターネット標準RFC5322(旧RFC822)に準拠した電子メールにおいて,ヘッダーと本体を",SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2014,autumn,21,イ,データベース,トランザクション,トランザクション,"トランザクションA~Dに関する待ちグラフのうち,デッドロックが発生しているものはどれか。ここで,",NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,sc_kakomon.json
2014,autumn,22,エ,開発技術・サービスマネジメント,テスト,テスト,"テストで使用されるドライバ又はスタブの機能のうち,適切なものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2014,autumn,23,イ,ネットワーク,TCP,TCP,"コンテンツの不正な複製を防止する方式の一つであるDTCP-IPの説明として,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2014,autumn,24,ウ,ISMS・リスク管理・監査・法制度,インシデント,インシデント,JISQ20000-1で定義されるインシデントに該当するものはどれか。,リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2014,autumn,25,ア,ISMS・リスク管理・監査・法制度,監査,監査,"情報セキュリティに関する従業員の責任について,""情報セキュリティ管理基準""に基づいて監査を行った",リスク対応4分類の区別。全般統制と業務処理統制の区別,memory,B,middle,sc_kakomon.json
2015,spring,1,ア,PKI・証明書・TLS・HTTPS,証明書,証明書,"Webのショッピングサイトを安全に利用するため,WebサイトのSSL証明書を表示して内容を確認す",CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,sc_kakomon.json
2015,spring,2,ウ,認証・認可・SAML・OAuth,802.1X,802.1X,IEEE802.1Xで使われるEAP-TLSが行う認証はどれか。,認証と認可の混同。SAML(認証連携)とOAuth(認可)の用途混同,both,A,high,sc_kakomon.json
2015,spring,3,エ,マルウェア・ランサムウェア・標的型攻撃,RLO,RLO,RLO(Right-to-LeftOverride)を利用した手口の説明はどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2015,spring,4,ア,PKI・証明書・TLS・HTTPS,ValidationAuthority,ValidationAuthority,VA(ValidationAuthority)の役割はどれか。,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,sc_kakomon.json
2015,spring,5,ア,暗号・ハッシュ・電子署名,サイドチャネル,サイドチャネル,サイドチャネル攻撃の説明はどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2015,spring,6,エ,PKI・証明書・TLS・HTTPS,CRL,CRL,X.509におけるCRL(CertificateRevocationList)についての説明のう,CRL(失効リスト)とOCSP(リアルタイム照会)の混同。失効と有効期限切れの混同,both,A,high,sc_kakomon.json
2015,spring,7,ウ,セキュア開発・脆弱性管理・CVE・CVSS,CVE,CVE,JVN(JapanVulnerabilityNotes)などの脆弱性対策ポータルサイトで採用され,CVE(識別子)/CVSS(深刻度)/CWE(種類の一覧)の混同,memory,B,middle,sc_kakomon.json
2015,spring,8,ウ,暗号・ハッシュ・電子署名,暗号,暗号,"総務省及び経済産業省が策定した""電子政府における調達のために参照すべき暗号のリスト(CRYPTR",ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
2015,spring,9,ウ,ネットワーク,IPsec,IPsec,"IPsecに関する記述のうち,適切なものはどれか。",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2015,spring,10,ア,DoS/DDoS・ボットネット,DoS,DoS,"NTPを使った増幅型のDDoS攻撃に対して,NTPサーバが踏み台にされることを防止する対策として",直接型と反射型(リフレクション)の区別。Smurf=ICMP+ブロードキャスト,memory,B,middle,sc_kakomon.json
2015,spring,11,ア,マルウェア・ランサムウェア・標的型攻撃,マルウェア,マルウェア,マルウェアの活動傾向などを把握するための観測用センサーが配備されるダークネットはどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2015,spring,12,エ,マルウェア・ランサムウェア・標的型攻撃,rootkit,rootkit,rootkitに含まれる機能はどれか。,ワーム/ボット/ルートキット等の型の定義混同。証拠保全は揮発性の高い順,memory,B,high,sc_kakomon.json
2015,spring,13,エ,メールセキュリティ,迷惑メール,迷惑メール,迷惑メールの検知手法であるベイジアンフィルタリングの説明はどれか。,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2015,spring,14,ア,ネットワーク,DNS,DNS,DNSSECで実現できることはどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2015,spring,15,ア,ネットワーク,DNS,DNS,DNSの再帰的な問合せを使ったサービス不能攻撃(DNSamp攻撃)の踏み台にされることを防止する,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2015,spring,16,イ,メールセキュリティ,SMTP-AUTH,SMTP-AUTH,SMTP-AUTHの特徴はどれか。,SPF(送信元IP)とDKIM(署名)の検証対象の混同。DMARCは失敗時ポリシー,memory,A,high,sc_kakomon.json
2015,spring,17,エ,Web脆弱性,SQLインジェクション,SQLインジェクション,"SQLインジェクション対策について,Webアプリケーションの実装における対策とWebアプリケーシ",XSS対策(エスケープ)とCSRF対策(トークン)の取り違え,mechanism,A,high,sc_kakomon.json
2015,spring,18,ア,ネットワーク,TCP,TCP,TCPヘッダーに含まれる情報はどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2015,spring,19,ウ,ネットワーク,サブネット,サブネット,"192.168.1.0/24のネットワークアドレスを,16個のサブネットに分割したときのサブネッ",TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2015,spring,20,ウ,ネットワーク,HTTP,HTTP,HTTPのヘッダー部で指定するものはどれか。,TCPヘッダーとIPヘッダーの情報の混同。サブネット計算ミス,mechanism,B,high,sc_kakomon.json
2015,spring,21,イ,データベース,トランザクション,トランザクション,"分散トランザクション処理で利用される2相コミットプロトコルでは,コミット処理を開始する調停者(c",NULLの比較結果、WITH GRANT OPTIONの効果,mechanism,C,low,sc_kakomon.json
2015,spring,22,ウ,開発技術・サービスマネジメント,共通フレーム,共通フレーム,"共通フレームによれば,システム要件の評価タスクにおいて見極めることはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2015,spring,23,エ,開発技術・サービスマネジメント,マッシュアップ,マッシュアップ,"マッシュアップを利用してWebコンテンツを表示している例として,最も適切なものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2015,spring,24,ウ,開発技術・サービスマネジメント,コールドアイル,コールドアイル,"データセンターにおけるコールドアイルの説明として,適切なものはどれか。",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2015,spring,25,ウ,開発技術・サービスマネジメント,入金データファイル,入金データファイル,"入出金管理システムから出力された入金データファイルを,売掛金管理システムが読み込んでマスタファイ",テスト/レビュー手法の名称混同。可用性計算のサービス時間帯条件の見落とし,memory,C,low,sc_kakomon.json
2015,autumn,1,ア,暗号・ハッシュ・電子署名,暗号,暗号,AESの暗号化方式を説明したものはどれか。,ハッシュ/MAC/デジタル署名の役割混同。共通鍵か公開鍵かの取り違え,both,A,middle,sc_kakomon.json
